Dimensions - 2

(-13.323109708031472,-9.591838273180736E-14)
(8.205389029057583,9.627963049800483E-14)
(-22.23951253312881,-5.52998278026648E-15)
(7.764494806564398,5.801696516247755E-14)
(10.681954673877089,-8.430426740325605E-14)
(0.44730537044002766,9.160127353915447E-14)
(1.7484290964258733,-1.8212006326781917E-14)
(15.892680124071074,3.3562315572942485E-14)
(6.933130525477236,9.199394561925961E-14)
(23.83238483951815,6.549082358191842E-14)
(-1.5538698273425422,5.591092676286571E-14)
(2.3234815195683254,4.592532996521465E-14)
(-148.97457977746856,2.2378968699822047E-14)
(90.32584962338044,-3.606596520406388E-14)
(22.432403336481364,-7.237763430523055E-15)
(11.052913648760068,8.484551826401566E-14)
(12.528062683562625,-1.9941571938366773E-14)
(-4.891077170048109,4.5044570467354977E-14)
(48.92457509387073,1.5873440372940416E-14)
(2.8637748208302782,1.4129380277811463E-14)
(3.655687846505967,9.251456717398181E-14)
(20.89921714727832,-3.36028281469741E-14)
(16.385735820474753,5.550854725609126E-14)
(-4.775313917190242,2.1931515099304562E-14)
(-34.709605790821385,-2.4568582171339812E-14)
(-22.883586062149146,6.474229470371592E-14)
(11.880099986248188,-6.347491266036716E-14)
(30.203638456909086,-4.909794219499101E-14)
(1.6732061640535314,2.8725838505561264E-14)
(0.6636526072736977,4.47066932559761E-14)
(8.547222648357817,-2.8858617827386E-14)
(-11.159435069662374,-8.406773803588477E-14)
(8.160251807041899,7.764075005619425E-14)
(-9.031195162797147,6.704335000644508E-14)
(0.1849809084549666,-9.485856937684624E-14)
(-13.233576527061743,-6.248618657364606E-14)
(-6473.854705723167,-5.79176458538449E-14)
(107.24535141708823,8.897881236831633E-14)
(15.614246697759684,-9.543161224844728E-14)
(13.588072077633269,-3.244721138517504E-14)
(-9.89787529998589,-7.318244675916725E-15)
(11.915792612063365,9.641702355224855E-14)
(4.948286183428431,6.91861999095609E-14)
(-21.680556864652587,-7.640835721164182E-15)
(-77.28920434721172,-1.511216822758512E-14)
(80.80182659483083,-1.1521512696571617E-14)
(-100.53872447792568,-6.02963535545134E-14)
(2566.2925801019715,-8.537185843725853E-14)
(36.810593969595246,-6.670654809208899E-14)
(-28.821384845981964,-9.22193960048956E-14)
(-3.589095697794918,-5.391886636005447E-14)

Dimensions - 5

(-10.381781636753754,1.550734338991156E-14)
(267.496173625203,9.468105234316595E-14)
(10.749949683757727,4.560259576665241E-14)
(-42.444708284486275,-4.5010267842378477E-14)
