Dimensions - 2

(-7.95356397849903E-14,-3.638043861479904E-14)
(1.599846201597843E-14,5.069392615362605E-16)
(7.977014082778643E-14,3.808359545653937E-14)
(2.1298809645781026E-14,-1.8780866447556844E-14)
(5.3796704908653885E-14,-8.220486505966575E-14)
(8.888627347389123E-14,3.39545057133537E-14)
(-7.782579146428444E-14,5.543610334339489E-14)
(6.284748568858164E-14,-5.88594303670899E-14)
(-2.358206317041087E-14,9.346670848733405E-14)
(-6.520733684210612E-14,2.240661850845586E-14)
(-1.516860316107013E-14,6.569728741124314E-14)
(-9.125613036067941E-14,2.7367707101452287E-14)
(7.828756775547571E-14,2.330979922369404E-14)
(-2.927853046108317E-14,4.6259820617718785E-14)
(2.567321258779489E-14,9.479118768365815E-14)
(7.004661780708913E-15,-4.042358489985384E-14)
(-4.26671551116469E-14,-8.084482164103039E-14)
(4.56375747592953E-14,-1.8611955838595358E-14)
(-1.5845456534400366E-14,-9.358836488795456E-14)
(-2.9902472747937894E-14,-4.7621275590474966E-14)
(-6.415834339400366E-14,-4.7698713594041316E-14)
(-8.058750481753645E-14,5.70840346080224E-14)
(4.17287908593253E-14,-5.2498693134057033E-14)
(-3.762743154569591E-14,9.18382006677753E-14)
(-2.6584552535845685E-15,1.5783103789403326E-14)
(7.064730328857412E-14,4.216759764987238E-14)
(3.435367672939318E-14,-9.252401105199892E-14)
(-5.3740878314564066E-14,-6.998264598013228E-14)
(3.114440028807978E-14,4.874264170643572E-14)
(1.3225367190931923E-14,2.3093762431929262E-14)
(7.432350126882859E-14,-6.166678617237324E-14)
(-6.1312437257227E-14,3.638733257863365E-14)
(7.857678376064676E-14,-3.1853320968614556E-14)
(4.742574121122932E-15,-4.23311931494212E-14)
(1.7378307299026277E-14,1.8328131633190828E-14)
(-8.121169172980622E-14,4.621369114121232E-14)
(8.921490063234447E-14,1.677362635781595E-14)
(-7.401275216353954E-14,-4.563141715430992E-14)
(6.155269320031787E-14,-2.4886954988456675E-14)
(-7.967272765221011E-14,-1.6247094749663214E-14)
(-7.388736568510963E-14,3.055184870363634E-14)
(5.421257872357478E-14,-4.6779851583338796E-14)
(7.197540265418881E-14,6.682446450118258E-14)
(-3.464721975386664E-14,-5.5794826803755593E-14)
(1.1991990207431483E-14,4.300628860152469E-14)
(-3.24637059992362E-14,6.626540191996804E-14)
(9.02587212500257E-15,1.607669851793123E-14)
(4.375049292309199E-14,4.136608094142045E-14)
(-5.88128897122601E-14,3.0777581074056264E-14)
(2.38912268569077E-15,6.207241981088639E-14)
(8.881121261876211E-14,-8.607053706086016E-15)

Dimensions - 5

(-5.598995431167376E-14,-6.692151233305638E-14)
(4.502377842506078E-14,4.0659390347704766E-14)
(-3.167218533308008E-14,9.226590140076544E-14)
(8.890351223745542E-14,9.540333941266825E-15)
(-9.341397373748951E-14,-3.199106793728524E-14)
(-6.959523104731561E-14,3.5354994755990137E-15)
(-2.4466013066044496E-14,7.61229617661168E-14)
(-2.227217334702829E-14,3.750562445888737E-14)
(-6.066470929622989E-14,-4.9071471490348674E-14)
(8.973917170933543E-14,1.60906715970897E-14)
(-2.398034859513006E-14,5.814455627064364E-14)
(-2.165301192743333E-14,2.2398677924128957E-14)
(5.221165147664355E-14,1.5535593589899817E-14)
(8.834064115909266E-14,-4.5346109619328857E-14)
(3.393323808318966E-14,-3.016058512573063E-15)
(4.944723083156755E-14,3.5607426271574324E-14)
(8.86886352999176E-14,3.6380877321531834E-14)
(7.076650658267677E-14,3.4009114526607916E-15)
(3.3372038715066476E-14,-1.7452324695879172E-14)
(7.800836802852537E-14,3.7862711942887E-14)
