Dimensions - 2

(2.90321619258274E-16,4.769968882904063E-17)
(-2.9563051601501543E-16,1.679864391232123E-16)
(2.080010750218716E-16,9.167142790956426E-17)
(-2.6778703210928814E-16,2.776862064960244E-16)
(1.71492682665763E-16,2.2781066244919955E-16)
(-2.020380029427458E-16,-1.9893976619428184E-17)
(-9.804470255452277E-17,3.193281776060671E-16)
(3.611585632043029E-16,-9.837384314108414E-17)
(3.624813583717478E-17,-1.6180528005122175E-16)
(7.075941492271894E-17,1.5408829911582302E-16)
(3.0431436610381955E-17,1.3301313951974029E-17)
(1.5056463934346556E-16,-3.3605812855676593E-16)
(-2.182195010147046E-16,-3.1443179367756106E-17)
(1.197978072592792E-16,-2.9347744544686984E-16)
(-4.8001432519956534E-17,-2.8334213116517516E-17)
(-2.05409846764036E-16,-5.115812666345459E-18)
(2.2790546030569565E-16,3.0553810260901405E-16)
(8.838482140691251E-17,-2.4926099039949085E-17)
(-2.7030188185970126E-16,-2.0326555724692756E-16)
(-2.8962954861007636E-16,1.5942404846170723E-17)
(-1.7243256985645715E-16,-3.614501975984758E-17)
(-1.9390375250885493E-16,-2.6601987631232963E-16)
(-1.2484139898884403E-17,2.6409174973799286E-16)
(1.0340782076895266E-16,-4.7431822351142076E-17)
(-1.5942741508210857E-16,1.3531369812342568E-16)
(1.7522598653876275E-16,-1.4322493453382816E-16)
(1.7984808527735748E-16,1.3754641838254395E-16)
(3.228828793312784E-16,7.17425818910749E-17)
(1.8025548593984052E-16,-1.5283341014856454E-16)
(-6.91023733923807E-17,-1.7380571613404705E-16)
(4.1218995944329603E-17,-3.3238647118033314E-16)
(3.659123720828558E-16,-1.1395857524695946E-16)
(-9.209360472567246E-18,3.170554791670943E-16)
(-1.6534024806361202E-16,1.7325448029560633E-16)
(1.4919351437909907E-16,8.555877034812509E-18)
(-1.4885001579605457E-16,3.455254428285903E-16)
(-5.3340911747436585E-17,-3.7103511076045393E-16)
(-8.900251305548549E-17,3.717855286648873E-16)
(1.623773433632617E-16,1.6639639816657165E-16)
